;FTSE UK Dividend+ Index;MSCI EM Emerging Markets High Dividend Yield Gross Total Return USD Index;FTSE 100 Total Return Index GBP;MSCI Daily TR Gross EM USD;MSCI United Kingdom High Dividend Yield Gross Total Return USD Index;MSCI UK Gross Total Return USD Index;MSCI Japan High Dividend Yield Gross Total Return USD;MSCI Daily TR Gross Europe Ex UK USD;MSCI USA Hdy Gross Total Return USD Index;MSCI Daily TR Gross USA USD;MSCI World HIGH DIVIDEND YIELD Gross Total Return Total Return USD Index;MSCI Daily TR Gross USA USD;MSCI World HIGH DIVIDEND YIELD Gross Total Return Total Return USD Index;MSCI Daily TR Gross World USD;S&P Europe 350 Dividends Aristocrats Total Return Index;S&P Europe 350 Gross Total Return Index;S&P/JPX Dividend Aristocrats Total Return Index;S&P 500 Dividend Aristocrats Total Return Index;S&P 500 Total Return Index;Topix Total Return Index JPY;S&P South Africa Dividend Aristocrats Index ZAR Gross TR;FTSE/JSE Africa All Share Index;FTSE/JSE Dividend+ Index Total Return Index
2022/12/20 00:00;2241,12;9359,71;7568,19;2377,406;2196,53;9319,766;3721,91;12104,59;5519;16797,46;2633,98;16797,46;2633,98;11650,61;397,967;3737,97;328,24;3918,483;8136,3;3118,74;4305,911;73040,51;736,3
2022/12/19 00:00;2240,67;9391,43;7558,63;2393,514;2179,56;9299,584;3612,15;12083,46;5519,34;16776,83;2629,49;16776,83;2629,49;11618,98;401,897;3750,69;326,86;3914,506;8127,57;3167,53;4326,154;73359,6;738,24
2022/12/16 00:00;2232,08;9424,72;7528,66;2392,56;2186,24;9278,74;3637,92;12102,98;5544,31;16935,75;2636,08;16935,75;2636,08;11708,81;401,899;3743,21;326,61;3930,23;8200,9;3191,75;#N/A;#N/A;#N/A
2022/12/15 00:00;2268,26;9448,69;7625,23;2399,85;2218,23;9452,01;3659,12;12275,37;5594,53;17126,36;2662,56;17126,36;2662,56;11847,05;407,663;3786,03;329,14;3972,536;8292,64;3230,52;4309,063;72989,34;730,66
2022/12/14 00:00;2273,26;9550,27;7695,89;2432,691;2267,23;9678,702;3740,34;12648,51;5704,7;17571,19;2717,49;17571,19;2717,49;12153,45;419,044;3895,29;328,09;4067,197;8503,97;3236,29;4356,321;74294,67;734,28
2022/12/13 00:00;2280,03;9483,42;7703,03;2411,406;2283,72;9679,068;3705,43;12639,78;5726,17;17674,48;2718,85;17674,48;2718,85;12197,45;418,194;3896,85;327,31;4095,29;8554,1;3217,07;4479,131;75835,45;752,72
2022/12/12 00:00;2254,64;9473,28;7644,59;2407,102;2229,33;9499,716;3625,42;12327,46;5704,45;17540,5;2694,4;17540,5;2694,4;12053,5;412,646;3848;325,82;4067,221;8491,86;3203,4;4423,564;74422,18;746,95
2022/12/09 00:00;2275,8;9573,08;7676,07;2443,542;2272,47;9568,546;3656,12;12410,62;5620,33;17290;2680,62;17290;2680,62;11960,43;415,468;3869,58;326,14;4014,62717;8372,26;3210,32;4463,359;74548,14;753,39
2022/12/08 00:00;2271,44;9482,5;7671,49;2420,633;2263,11;9508,673;3631,27;12308,51;5657,64;17418,71;2681,36;17418,71;2681,36;11993,38;411,194;3837,11;325,07;4043,643;8433,9;3177,5;4446,499;74467,26;752,83
2022/12/07 00:00;2280,9;9487,19;7688,68;2394,516;2256,51;9511,252;3637,52;12270,78;5618,7;17280,28;2670,25;17280,28;2670,25;11920,61;414,144;3841,58;325,82;4024,969;8369,74;3188,64;4397,423;74011,12;749,16
2022/12/06 00:00;2292,97;9595,06;7721,73;2429,844;2250,63;9573,057;3643,54;12348,19;5610,5;17310,18;2669,93;17310,18;2669,93;11954,96;415,274;3866,5;324,08;4025,983;8385,16;3191,77;4401,738;74557,31;748,17
2022/12/05 00:00;2304,08;9667,19;7769,11;2457,749;2263,72;9623,36;3619,97;12456,8;5662,28;17569,69;2688,81;17569,69;2688,81;12107,69;418,971;3886,27;322,38;4058,223;8507,34;3187,97;4412,823;74693,42;750,92
2022/12/02 00:00;2304,7;9616,58;7757,5;2431,753;2252,25;9603,153;3657,3;12444,99;5746,69;17905,15;2709,77;17905,15;2709,77;12272,37;422,917;3904,66;323,91;4134,71877;8662,23;3197,92;4363,052;74322,91;744,76
2022/12/01 00:00;2301,84;9678,19;7759,82;2442,825;2251,46;9646,254;3713,59;12475,16;5746,23;17928,52;2717,15;17928,52;2717,15;12307,77;423,144;3908,02;328,75;4118,104;8671,9;3251,07;4439,553;75020,01;757,49
2022/11/30 00:00;2300,21;9655,71;7773,14;2427,707;2189,31;9383,167;3638,98;12149,48;5748,62;17933,75;2690,45;17933,75;2690,45;12215,11;417,786;3879,74;331,48;4109,199;8678;3249,61;4373,879;74828;762,03
2022/11/29 00:00;2299,8;9498,67;7710,47;2379,319;2185,49;9381,343;3671,82;12132,24;5631,95;17381,42;2660,25;17381,42;2660,25;11954,06;416,352;3849,66;332,63;4033,58;8415,27;3260,59;4257,387;73127,92;746,59
2022/11/28 00:00;2292,79;9306,74;7671,49;2323,795;2165,58;9363,086;3678,85;12212,76;5628,42;17410,81;2662,77;17410,81;2662,77;11976,51;421,99;3853,02;333,83;4032,49;8427,95;3278,99;4269,26;73368,25;744,38
2022/11/25 00:00;2317,8;9408,86;7684,48;2349,285;2191,25;9424,937;3696,97;12301,67;5695,42;17685,14;2685,15;17685,14;2685,15;12134,53;425,889;3876,75;337,43;4099,874;8560,09;3301,39;4259,406;73151,38;744,62
2022/11/24 00:00;2316,04;9393,94;7663,87;2360,255;2195,46;9431,972;3721;12300,66;5682,2;17690,93;2683,3;17690,93;2683,3;12144,65;425,753;3873,27;335,45;#N/A;#N/A;3302,71;4265,146;73127,34;738,73
2022/11/23 00:00;2310,42;9225,17;7653,3;2327,075;2185,89;9364,429;3643,3;12202,43;5682,2;17690,93;2673,91;17690,93;2673,91;12105,21;423,571;3856,01;#N/A;4090,25;8562,27;#N/A;4271,986;72891,45;738,66
2022/11/22 00:00;2297,03;9179,51;7640,59;2314,835;2140,41;9211,246;3601,55;12036,32;5669,25;17580,84;2657,84;17580,84;2657,84;12006,39;419,887;3836,06;330,86;4082,547;8511,48;3263,36;4234,952;72242,33;733,83
2022/11/21 00:00;2284,93;9136,45;7562,68;2321,641;2101,45;9038,946;3540,29;11921,93;5605,33;17346,07;2629,74;17346,07;2629,74;11848,94;418,33;3807,42;326,53;4036,357;8397,23;3227,07;4229,211;71938,01;722,56
2022/11/18 00:00;2290,28;9192,72;7571,58;2351,29;2131,45;9156,219;3588,5;12069,74;5582,04;17421,95;2632,3;17421,95;2632,3;11929,98;416,497;3809,13;324,07;4012,557;8429,01;3218;4287,743;72576,86;726,57
2022/11/17 00:00;2261,66;9210,73;7531,61;2349,661;2089,42;8999,293;3542,71;11908,32;5532,53;17340,92;2602,74;17340,92;2602,74;11855,26;411,5;3769,14;323,09;3979,033;8388,84;3216,78;4285,398;72155,29;722,81
2022/11/16 00:00;2259,18;9288,65;7529,68;2379,317;2111,47;9080,131;3568,88;12050,4;5524,92;17402,63;2609,26;17402,63;2609,26;11921,01;414,107;3781,08;320,64;3997,654;8413,09;3211,87;4320,237;72607,46;731,11
2022/11/15 00:00;2272,49;9386,45;7548,38;2395,094;2126,31;9099,867;3584,08;12129,8;5554,05;17559,73;2618,9;17559,73;2618,9;12011,72;417,907;3814,41;321,1;4022,823;8481,14;3213,4;4319,295;72998,69;734,17
2022/11/14 00:00;2289,86;9305,32;7564,49;2342,919;2104,6;8998,934;3542,24;12058,39;5535,5;17393,92;2608,53;17393,92;2608,53;11901,68;417,702;3801,01;318,84;3990,337;8407,25;3201,42;4260,492;72822,47;730,45
2022/11/11 00:00;2281,61;9206,62;7495,74;2332,743;2091,39;8941,352;3628,28;12048,65;5559,81;17555,32;2614,98;17555,32;2614,98;11989,7;418,117;3795,34;322,72;4020,892;8481,13;3235,51;4276,125;72982,8;729,39
2022/11/10 00:00;2275,55;8835,4;7554,43;2217,755;2071,88;8950,196;3533,66;11813,7;5558,53;17378,8;2601,08;17378,8;2601,08;11821,13;421,243;3793,17;322,21;3986,763;8403,48;3168,27;4171,279;70710,27;724,86
2022/11/09 00:00;2222,9;8914,8;7462,64;2244,401;2005,54;8618,455;3441,32;11317,54;5357,19;16440,84;2520,26;16440,84;2520,26;11251,38;404,578;3693,53;321,8;3801,917;7961,52;3189,26;4109,932;69640,23;721,62
2022/11/08 00:00;2219,98;8837,19;7472,75;2243,512;2022,35;8766,508;3473,46;11356,78;5431,78;16798,7;2544,23;16798,7;2544,23;11451,98;404,493;3704,79;320,98;3859,697;8128,7;3202,47;4027,184;69011,45;720,53
2022/11/07 00:00;2214,55;8814,8;7466,46;2236,932;1997,06;8681,403;3400,31;11183,15;5389,22;16703,57;2520,69;16703,57;2520,69;11356,51;399,515;3678,56;317,73;3837,965;8083,38;3164,07;4063,306;69439,32;727,54
2022/11/04 00:00;2209,02;8700,74;7502,1;2206,023;1970,8;8587,362;3347,27;11030,86;5343,94;16547,75;2496,94;16547,75;2496,94;11237,3;399,02;3667,66;317,44;3799,432;8006,24;3133,5;4057,33;69305,19;726,83
2022/11/03 00:00;2154,51;8483,48;7352,56;2145,944;1882,96;8342,507;3361,2;10669,11;5261,04;16336,15;2453,52;16336,15;2453,52;11059,32;394,19;3604,37;#N/A;3736,155;7897,01;#N/A;3828,149;66046,65;690,92
2022/11/02 00:00;2153,58;8586,29;7307,06;2175,935;1918,92;8495,044;3385,18;10900,79;5287,19;16507,48;2476,91;16507,48;2476,91;11201,16;401,557;3635,35;320,52;3742,529;7980,47;3174,49;3878,975;67123,1;701,74
2022/11/01 00:00;2172,78;8550,33;7350,04;2162,373;1969,75;8540,578;3336,2;10928,02;5373,32;16944,34;2497,99;16944,34;2497,99;11409,92;401,661;3646,46;318,88;3825,422;8185,07;3171,29;3888,819;67414,27;698,58
2022/10/31 00:00;2137,62;8430,61;7256,32;2113,859;1936,52;8471,149;3292,04;10890,24;5360,27;17008,38;2489,84;17008,38;2489,84;11415,73;402,884;3623,73;320,41;3834,029;8218,7;3156,44;3813,948;66671,65;702,38
2022/10/28 00:00;2128,33;8480,66;7208,39;2107,35;1942,32;8475,099;3281,37;10932,24;5394,55;17134,7;2498,5;17134,7;2498,5;11474,56;401,517;3611,74;315,73;3850,633;8280,11;3106,7;3787,832;66385,58;705,85
2022/10/27 00:00;2145,55;8582,61;7235;2141,964;1960,82;8494,575;3319,3;10972,9;5273,64;16729,51;2468,68;16729,51;2468,68;11305,8;401,512;3607,38;317,25;3765,335;8080,32;3117,28;3869,289;67123,41;713,39
2022/10/26 00:00;2141,88;8522,28;7216,83;2122,66;1981,73;8485,116;3350,2;11057,32;5256,61;16827,75;2469,67;16827,75;2469,67;11359,73;403,447;3605,82;321,76;3757,319;8129,62;3137,97;3876,785;67103,09;716,61
2022/10/25 00:00;2124,62;8462,93;7173,28;2104,405;1921,73;8329,415;3308,88;10904,34;5230,17;16951,7;2448,25;16951,7;2448,25;11367,75;399,926;3585,69;319,82;3736,028;8190,02;3119,87;3787,123;65850,84;704,78
2022/10/24 00:00;2106,08;8478,41;7173,8;2100,041;1888,12;8235,576;3244,19;10633,05;5171,52;16665,53;2419,44;16665,53;2419,44;11168,17;390,597;3534,67;316,95;3683,857;8058,88;3087,22;3769,288;64975,95;701,19
2022/10/21 00:00;2083;8618,48;7128,53;2155,55;1857,01;8076,576;3214,2;10385,49;5098,65;16481,56;2383,17;16481,56;2383,17;11030,85;384,783;3493,14;317,16;3639,31;7964,25;3078,7;3825,372;65539,24;698,81
2022/10/20 00:00;2077,51;8586,01;7102,13;2154,857;1862,87;8154,179;3250,32;10499,76;4982,79;16106,37;2357,05;16106,37;2357,05;10882,1;388,101;3508,44;319,7;3556,913;7779,53;3100,67;3817,81;65794,28;692,27
2022/10/19 00:00;2065,84;8559,27;7081,09;2157,691;1845,04;8091,38;3255,52;10418,92;5035,77;16227,32;2369,09;16227,32;2369,09;10926,09;387,316;3499,37;321,72;3607,401;7840,99;3116,46;3808,816;65652,5;687,88
2022/10/18 00:00;2071,26;8599,72;7093,11;2190,391;1860,61;8143,812;3263,93;10549,27;5080,36;16346,38;2388,89;16346,38;2388,89;11009,2;390,376;3516,12;320,84;3639,84705;7893,68;3110,54;3882,18;66350,98;695,54
2022/10/17 00:00;2073,08;8561,84;7076,23;2157,242;1881,19;8209,849;3248,79;10426,75;5023,99;16157,6;2368,89;16157,6;2368,89;10892,46;386,722;3502,68;318,71;3587,108;7804,33;3074,75;3889,922;66190,75;701,74
2022/10/14 00:00;2031,12;8524,06;7013,39;2151,101;1835,82;8017,011;3288,01;10174,73;4935,83;15727,65;2333,03;15727,65;2333,03;10645,24;379,677;3441,54;321,77;3513,511;7602,99;3105,22;3775,956;64271,36;679,9
2022/10/13 00:00;2028,42;8466,42;7004,68;2129,134;1838,22;7996,426;3239,99;10062,22;5022,56;16118,43;2345,09;16118,43;2345,09;10801,9;376,98;3429,31;316,06;3589,716;7786,96;3033,94;3802,241;64392,43;687,3
2022/10/12 00:00;1997,89;8553,59;6977,5;2156,056;1816,81;7854,974;3270,42;9995,559;4892,37;15723,9;2305,47;15723,9;2305,47;10603,69;377,402;3403,17;317,34;3503,015;7588,9;3057,47;3841,243;64528,23;680,28
2022/10/11 00:00;2039,14;8558,01;7037,89;2153,914;1836,88;7932,52;3302,09;10040,6;4913,7;15771,23;2315,94;15771,23;2315,94;10642,01;379,188;3418,29;319,48;3537,11;7613,75;3061,15;3848,239;64588,09;675,17
2022/10/10 00:00;2067,29;8711,54;7113,61;2204,094;1843,13;7988,804;3329,66;10083,52;4911,39;15882,48;2317,49;15882,48;2317,49;10728,43;382,75;3435,35;#N/A;3525,796;7663,58;#N/A;3849,401;64769,2;680,85
2022/10/07 00:00;2064,91;8784,75;7146,1;2236,318;1849,87;8089,767;3343,54;10211,95;4923,55;16010,81;2327,64;16010,81;2327,64;10827,39;382,259;3448,77;321,84;3522,421;7721,44;3119,31;3932,062;65675,48;689,74
2022/10/06 00:00;2075,43;8902,75;7152,41;2268,227;1857,74;8133,942;3382,8;10424,13;5029,8;16482,75;2369,35;16482,75;2369,35;11098,79;387,978;3488,56;324,55;3599,569;7943,63;3144,95;3955,039;65832,67;693,65
2022/10/05 00:00;2089,94;8908,5;7207,88;2265,536;1875,44;8234,194;3372,74;10496,09;5108,64;16643;2401,55;16643;2401,55;11193,48;390,746;3513,89;323,37;3645,112;8023,81;3129,33;3940,103;65612,76;697,98
2022/10/04 00:00;2123,09;8790,69;7242,47;2225,94;1907,55;8385,826;3377,15;10711,15;5125,65;16675,82;2418,16;16675,82;2418,16;11244,86;394,952;3546,63;324;3662,959;8039,25;3119,45;3971,305;66312,83;707,19
2022/10/03 00:00;2072,66;8628,28;7060,85;2182,319;1848,45;8095,829;3268,52;10210,15;5001,33;16167,09;2352,67;16167,09;2352,67;10877,94;384,365;3436,85;313,95;3570,724;7800;3022,44;3809,432;64227,23;685,94
2022/09/30 00:00;2046,34;8573,01;7045,57;2181,297;1811,47;7989,42;3247,95;10125,63;4878,45;15757,49;2315,24;15757,49;2315,24;10648,16;382,031;3411,92;313,68;3470,247;7603,14;3003,39;3774,096;63726,37;680,47
2022/09/29 00:00;2018,28;8486,76;7033,08;2175,07;1794,01;7889,716;3303,95;9967,671;4955;15992,15;2336,75;15992,15;2336,75;10749,33;376,871;3373,53;317,26;3515,214;7719,09;3057,13;3728,673;63263,94;673,79
2022/09/28 00:00;2080,13;8516,53;7152,9;2180,554;1762,88;7806,156;3240,49;10029,63;5040,23;16339,48;2356,72;16339,48;2356,72;10908,18;382,364;3429,86;311,22;3577,65;7884,55;3003,25;3699,32;63808,32;668,54
2022/09/27 00:00;2078,8;8671,76;7131,65;2219,931;1746,11;7804,783;3278,94;9972,472;4958,11;16016,81;2334,7;16016,81;2334,7;10751,3;379,362;3414,39;312,53;3516,014;7731,99;3032,15;3715,6;64025,95;666,49
2022/09/26 00:00;2119,05;8657,69;7168,77;2211,651;1756,02;7860,466;3267,35;9996,738;4989,42;16042,56;2345,58;16042,56;2345,58;10771,12;379,827;3413,96;311,8;3539,876;7747,93;3018,01;3683,287;63625,66;657,26
2022/09/23 00:00;2155,2;8855,36;7166,37;2254,547;1781,67;7938,517;3390,06;10093,59;5049,28;16213,79;2379,4;16213,79;2379,4;10905,51;380,397;3430,83;#N/A;3580,917;7828,87;#N/A;3660,857;63416,66;656,75
2022/09/22 00:00;2208,22;8991,24;7310,27;2296,25;1885,41;8360,885;3418,45;10391,37;5113,76;16501,02;2417,58;16501,02;2417,58;11132,73;386,429;3511,18;321,2;3623,623;7965,96;3101,94;3816,338;65276,97;685,08
2022/09/21 00:00;2232,79;9051,07;7389,62;2319,753;1889,81;8497,29;3370,46;10670,79;5133,75;16658,61;2429,13;16658,61;2429,13;11254,12;396,758;3574,94;321,98;3657,566;8033,29;3109,51;3843,022;66208,71;684,89
2022/09/20 00:00;2205,01;9142,96;7343,69;2354,459;1900,88;8505,981;3423,81;10706,3;5205,41;16948,25;2458,04;16948,25;2458,04;11420,12;391,704;3544,73;325,1;3706,494;8172,64;3152,37;3853,768;66602,84;684,3
2022/09/19 00:00;#N/A;9109,57;#N/A;2335,133;1924,22;8546,587;3400,4;10865,69;5268,04;17145,97;2480,43;17145,97;2480,43;11538,61;395,887;3580,75;#N/A;3763,303;8265,73;#N/A;3848,632;66474,86;681,92
2022/09/16 00:00;2245,45;9104,66;7388,64;2348,862;1928,6;8566,067;3408,6;10896,38;5238,57;17029,51;2477,04;17029,51;2477,04;11488,04;396,355;3583,66;322,88;3727,582;8209,35;3138,27;3854,771;66584,34;685,55
2022/09/15 00:00;2249,32;9223,26;7434,98;2384,764;1943,35;8660,288;3410,24;11033,36;5242,76;17168,61;2485,39;17168,61;2485,39;11589,36;403,881;3639,56;321,74;3746,788;8268,6;3157,37;3906,559;67568,26;696,78
2022/09/14 00:00;2241,02;9218,08;7429,62;2393,766;1952,32;8724,395;3423,55;11110,52;5279,75;17362,58;2497,69;17362,58;2497,69;11703,56;407,683;3663,35;321,52;3800,987;8362,4;3152,56;3921,779;67964,02;698,73
2022/09/13 00:00;2286,6;9367,97;7540,45;2436,395;1990,71;8826,91;3436,89;11218,21;5269,16;17295,7;2505,43;17295,7;2505,43;11708,65;413,825;3696,33;326,01;3817,845;8331,9;3215,87;3910,228;68273,71;697,88
2022/09/12 00:00;2317,48;9399,72;7629,44;2434,099;2044,62;9048,284;3478,47;11524,96;5464,86;18077,13;2575,11;18077,13;2575,11;12153,2;420,808;3749,95;324,97;3953,742;8708,17;3205,59;3984,883;69772,41;709,68
2022/09/09 00:00;2286,24;9330,57;7504,94;2411,907;1990,51;8811,048;3465,45;11230,78;5431,44;17885,02;2544,69;17885,02;2544,69;11991,77;414,035;3687,57;325,11;3929,734;8616,98;3181,81;3926,311;68708,48;702,19
2022/09/08 00:00;2251,43;9179,88;7414,06;2379,118;1937,47;8637,692;3417,04;10958,66;5374,64;17601,94;2509,57;17601,94;2509,57;11782,08;407,376;3632,37;322,92;3890,715;8486,63;3169,01;3830,824;67260,23;689,67
2022/09/07 00:00;2254,17;9144,17;7388,45;2377,054;1918,56;8587,852;3348,68;10895,49;5341,68;17473,64;2490,7;17473,64;2490,7;11681,84;406,143;3616,55;316,7;3878,33;8429,87;3101,06;3779,998;66715,83;679,07
2022/09/06 00:00;2274,62;9224,75;7452,36;2398,362;1948,47;8715,534;3382,69;10866,57;5256,3;17154,04;2471,93;17154,04;2471,93;11551,22;408,044;3636,43;317,7;3795,349;8277,81;3118,76;3804,828;67538,77;688,88
2022/09/05 00:00;2258,43;9234,06;7439,09;2404,675;1929,24;8687,62;3434,14;10873;5273,79;17225,32;2481,14;17225,32;2481,14;11602,98;405,87;3629,14;317;#N/A;#N/A;3122,34;3808,408;67399,39;688,92
2022/09/02 00:00;2253,96;9189,48;7432,71;2414,958;1925,62;8728,693;3454,53;11093,05;5273,79;17225,32;2490,44;17225,32;2490,44;11640,54;407,714;3647,37;317,28;3800,951;8311,42;3124,58;3792,653;67378,31;685,45
2022/09/01 00:00;2215,49;9223,59;7297,26;2425,123;1894,16;8532,514;3456,87;10753,14;5334,15;17404,68;2493,91;17404,68;2493,91;11662,26;399,906;3575,55;317,44;3832,895;8400,96;3133,18;3693,588;66021,71;674,39
2022/08/31 00:00;2258,66;9343,53;7429;2469,584;1944,51;8764,022;3535,77;11081,44;5290,33;17368,29;2503,13;17368,29;2503,13;11734,16;408,064;3638,6;320,35;3822,978;8374,42;3177,98;3786,14;67257,14;682,59
2022/08/30 00:00;2277,61;9346,23;7508,02;2466,088;1951,94;8857,694;3537,04;11118,39;5330,73;17500,02;2521,1;17500,02;2521,1;11812,74;412,546;3679,66;321,65;3851,77116;8438,69;3186,32;3817,345;67900,48;688,58
2022/08/29 00:00;#N/A;9371,47;#N/A;2463,278;1992,96;8983,856;3498,53;11151,58;5385,48;17692,98;2537,83;17692,98;2537,83;11916,03;416,641;3705,01;318,75;3892,676;8532,1;3146,25;3904,643;69207,02;702,44
2022/08/26 00:00;2296,7;9507,9;7575;2500,111;2009,84;9059,922;3574,61;11297,01;5419,86;17815,56;2561,1;17815,56;2561,1;12030,84;420,579;3737,91;322,6;3903,492;8588,95;3203,69;3970,651;70173,09;709,51
2022/08/25 00:00;2296,32;9488,05;7628,48;2492,454;2011,83;9146,82;3581,54;11461,22;5576,32;18439,18;2610,33;18439,18;2610,33;12360,22;427,977;3800,64;322,56;4022,093;8888,13;3198,85;3971,21;70340,7;705,93
2022/08/24 00:00;2305,95;9376,33;7613,39;2446,521;2014,07;9128,555;3562,78;11432,12;5513,85;18173,61;2591,2;18173,61;2591,2;12214,52;426,915;3788,36;320,99;3977,273;8764,42;3183,62;3913,891;69808,71;701,22
2022/08/23 00:00;2326,66;9424,29;7630,31;2457,241;2037,2;9173,128;3576,77;11381,5;5514,99;18113,48;2593,82;18113,48;2593,82;12188,99;425,944;3782,05;318,62;3968,883;8738,76;3190,5;3919,857;69772,27;704,31
2022/08/22 00:00;2342,42;9411,72;7676,86;2462,903;2030,33;9184,823;3582,75;11409,91;5540,8;18151,58;2606,86;18151,58;2606,86;12214,35;431,871;3797,81;321,12;3978,42;8758,24;3224,73;3854,1;69195,6;697,18
2022/08/19 00:00;2360,34;9471,94;7693,75;2486,515;2030,2;9205,358;3570,25;11653,94;5639,01;18548,04;2641,62;18548,04;2641,62;12443,27;434,4;3832,11;320,34;4046,69;8948,82;3227,86;3853,123;69719,43;695,38
2022/08/18 00:00;2373,2;9508,49;7685,07;2506,377;2080,51;9344,73;3613,59;11837,45;5673,03;18803,98;2658,25;18803,98;2658,25;12615,76;436,187;3856,94;319,18;4085,943;9065,49;3221,35;3934,988;71011,38;710,7
2022/08/17 00:00;2370,59;9558,42;7639,4;2520,997;2072,35;9319,722;3626,55;11829,89;5653,57;18762,36;2651,55;18762,36;2651,55;12596,87;434,558;3838,75;321,11;4083,562;9043,59;3247,97;3953,077;70967,35;710,06
2022/08/16 00:00;2395,64;9561,67;7660,04;2517,437;2100,79;9379,866;3593,15;11965,74;5691,44;18910,27;2666,3;18910,27;2666,3;12690,87;436,966;3873,74;316,52;4107,07;9107,87;3207,47;3964,739;71504,69;709,63
2022/08/15 00:00;2385,28;9549,18;7632,69;2519,189;2061,15;9335,344;3646,7;11981,15;5659,4;18879,6;2658,74;18879,6;2658,74;12681,64;438,694;3868,47;317,61;4085,061;9090,36;3212,32;3859,848;70740,63;697,82
2022/08/12 00:00;2388,09;9598,54;7624,29;2523,582;2081,09;9355,514;3605,9;11992,35;5641,64;18806,08;2651,92;18806,08;2651,92;12645,58;434,647;3852,77;317,47;4067,057;9054,14;3193,27;3891,08;70731,32;698,08
2022/08/11 00:00;2380,84;9548,29;7588,74;2511,906;2098,32;9404,377;3574,31;12105,1;5567,83;18480,27;2634,82;18480,27;2634,82;12499,57;435,801;3847,28;#N/A;4004,84461;8898,84;#N/A;3938,611;71264,77;698,75
2022/08/10 00:00;2395,82;9424,82;7603,54;2469,147;2124,57;9455,035;3586,75;12072,37;5566,08;18497,79;2639,05;18497,79;2639,05;12500,06;435,55;3841,43;311,66;3992,034;8902,72;3129,28;3868,344;69744,9;686,3
2022/08/09 00:00;2369,17;9436,16;7584,34;2479,643;2087,8;9310,925;3503,11;11804,53;5482,09;18086,57;2602,83;18086,57;2602,83;12233,25;429,365;3810,21;309,64;3922,438;8716,75;3134,74;#N/A;#N/A;#N/A
2022/08/08 00:00;2369,7;9429,9;7578,48;2479,879;2093,44;9319,089;3531,45;11890,18;5491,44;18177,96;2607,25;18177,96;2607,25;12300,06;432,493;3833,07;312,15;3936,53;8753,39;3158,04;3883,78;70266,13;683,89
2022/08/05 00:00;2353,01;9377,59;7535,31;2482,302;2071,39;9223,051;3515,07;11737,85;5487,6;18193,79;2596,4;18193,79;2596,4;12269,81;429,167;3805,9;310,5;3918,856;8764,08;3151,16;3820,622;69519,27;675,41
2022/08/04 00:00;2354,87;9265,53;7543,74;2461,682;2064,5;9269,271;3544,15;11904,03;5487,08;18215,08;2603;18215,08;2603;12311,44;435,156;3834,76;310,73;3908,439;8777,23;3124,56;3773,281;68717,02;666,17
2022/08/03 00:00;2351,08;9247,41;7530,88;2439,566;2057,88;9266,486;3539,9;11751,35;5500,22;18219,78;2605,47;18219,78;2605,47;12281,08;433,471;3826,24;311,69;3915,564;8783,28;3124,63;3770,412;68610,57;666,75
2022/08/02 00:00;2339,04;9303,45;7493,9;2435,634;2074,39;9312,254;3607,83;11767,76;5439,57;17926,8;2595,46;17926,8;2595,46;12160,75;434,248;3809,51;313,66;3892,557;8647,91;3116,08;3766,595;68002,23;663,7
2022/08/01 00:00;2349,93;9398,51;7498,25;2462,028;2098,13;9357,68;3674,49;11901,11;5488,39;18030,37;2618,35;18030,37;2618,35;12254,11;434,845;3818,76;318,6;3931,367;8705,87;3172,11;3796,208;68642,59;671,93
2022/07/29 00:00;2349,18;9408,88;7508,38;2458,399;2095,43;9287,539;3594,36;11840,21;5477,16;18076,36;2606,55;18076,36;2606,55;12241,14;436,077;3825,6;316,5;3931,534;8730,46;3140,07;3837,363;68934,01;678,25
2022/07/28 00:00;2328,16;9396,74;7429,3;2467,452;2088,55;9156,994;3598,07;11640,85;5470,02;17820,04;2602,65;17820,04;2602,65;12076,48;430,499;3777;319,69;3901,021;8607,24;3153,81;3852,359;68610,75;672,95
2022/07/27 00:00;2326,61;9319,43;7429,83;2448,028;2066,03;9089,197;3547,53;11459,41;5432,02;17603,04;2576,5;17603,04;2576,5;11920,43;427,015;3742,48;319,27;3848,633;8503,02;3148,6;3861,447;68424,97;673,73
2022/07/26 00:00;2321,84;9323,65;7387,41;2447,76;2065,96;9058,48;3570,29;11424,27;5370,8;17145,96;2563,73;17145,96;2563,73;11694,89;427,768;3725,39;320,21;3807,885;8286,19;3144,41;3890,827;68421,8;672,49
2022/07/25 00:00;2338,72;9279,12;7387,43;2440,045;2076,33;9052,105;3560,39;11545,11;5380,2;17361,17;2562,48;17361,17;2562,48;11813,93;424,349;3722,67;319,08;3811,798;8382,88;3144,48;3838,039;67749,79;662,08
